comment_Kyle,comment_checker,initials_extractor,title,doi,url,journal,study_id,exp_id,exp2_id,assay_id,assay2_id,species_english,species_latin,source,sex,pesticide,pesticide_grade,cas_id,cas_id_comment,pesticide_chemical_class,dosage,dosage_unit,duration,duration_unit,control_solvent,temperature,temperature_unit,behaviour_measured,behaviour_measured_standardised,behaviour_assay,behavioural_assay_standardised,effect_direction,data_source,data_file,control_effective_n,control_shoal_n,control_fish_n,control_n,control_mean,control_sd,control_shoal_sd,control_fish_sd,control_se,statistics_comment_control,sample_size_comment_control,treatment_effective_n,treatment_shoal_n,treatment_fish_n,treatment_n,treatment_mean,treatment_sd,treatment_shoal_sd,treatment_fish_sd,treatment_se,statistics_comment_treatment,sample_size_comment_treatment,contact_author,contacted_date,contact_response,contact_comments
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_008,stungaru_2019_exp_002_assay2_008,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,8,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,20.56717229,37.60706345,NA,NA,5.94619883,study reports mean and se,exact sample size provided,NA,NA,NA,40,59.04706833,41.04998012,NA,NA,6.490571754,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_009,stungaru_2019_exp_002_assay2_009,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,9,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,15.27360504,23.38975897,NA,NA,3.698245614,study reports mean and se,exact sample size provided,NA,NA,NA,40,59.13848484,50.30067986,NA,NA,7.953235811,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_010,stungaru_2019_exp_002_assay2_010,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,10,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,30.86424831,39.44155435,NA,NA,6.23625731,study reports mean and se,exact sample size provided,NA,NA,NA,40,64.34922554,45.09716126,NA,NA,7.130487279,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_011,stungaru_2019_exp_002_assay2_011,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,11,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,26.14448192,37.66377486,NA,NA,5.955165692,study reports mean and se,exact sample size provided,NA,NA,NA,40,65.72047309,54.347861,NA,NA,8.593151336,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_012,stungaru_2019_exp_002_assay2_012,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,12,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,20.00608036,28.39269182,NA,NA,4.489278752,study reports mean and se,exact sample size provided,NA,NA,NA,40,63.70931002,37.58096771,NA,NA,5.942072732,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_013,stungaru_2019_exp_002_assay2_013,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,13,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,40.07040784,46.9348579,NA,NA,7.421052632,study reports mean and se,exact sample size provided,NA,NA,NA,40,66.81747114,34.69012404,NA,NA,5.484990214,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_014,stungaru_2019_exp_002_assay2_014,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,14,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,21.1971135,37.08433217,NA,NA,5.863547758,study reports mean and se,exact sample size provided,NA,NA,NA,40,65.6055131,39.24286467,NA,NA,6.204841713,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_002,stungaru_2019_exp2_002,stungaru_2019_exp_002_assay_015,stungaru_2019_exp_002_assay2_015,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,0.5,ug/L,15,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1c treatment; fig1a control,stungaru_2019_fig1c_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,45.9339556,39.40210293,NA,NA,6.230019493,study reports mean and se,exact sample size provided,NA,NA,NA,40,66.27031757,38.64220858,NA,NA,6.109869646,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_001,stungaru_2019_exp_003_assay2_001,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,1,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,19.40693837,30.72772257,NA,NA,4.858479532,study reports mean and se,exact sample size provided,NA,NA,NA,40,29.4996597,20.9557904,NA,NA,3.313401392,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_002,stungaru_2019_exp_003_assay2_002,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,2,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,32.67711381,44.48640432,NA,NA,7.033918129,study reports mean and se,exact sample size provided,NA,NA,NA,40,45.81816156,18.86021136,NA,NA,2.982061253,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_003,stungaru_2019_exp_003_assay2_003,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,3,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,13.3157103,19.26215445,NA,NA,3.045614035,study reports mean and se,exact sample size provided,NA,NA,NA,40,36.12646248,55.00894981,NA,NA,8.697678654,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_004,stungaru_2019_exp_003_assay2_004,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,4,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,26.73091498,25.22424987,NA,NA,3.988304094,study reports mean and se,exact sample size provided,NA,NA,NA,40,28.17429914,30.90979084,NA,NA,4.887267053,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_005,stungaru_2019_exp_003_assay2_005,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,5,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,14.47594422,21.09664535,NA,NA,3.335672515,study reports mean and se,exact sample size provided,NA,NA,NA,40,41.67640982,40.33989652,NA,NA,6.37829768,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_006,stungaru_2019_exp_003_assay2_006,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,6,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,16.28880972,34.39670437,NA,NA,5.438596491,study reports mean and se,exact sample size provided,NA,NA,NA,40,30.07950494,27.76642228,NA,NA,4.390256844,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_007,stungaru_2019_exp_003_assay2_007,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,7,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,22.81512551,33.0208362,NA,NA,5.221052632,study reports mean and se,exact sample size provided,NA,NA,NA,40,48.71738777,34.57705416,NA,NA,5.467112297,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_008,stungaru_2019_exp_003_assay2_008,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,8,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,20.56717229,37.60706345,NA,NA,5.94619883,study reports mean and se,exact sample size provided,NA,NA,NA,40,52.27929427,37.72042272,NA,NA,5.964122506,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_009,stungaru_2019_exp_003_assay2_009,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,9,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,15.27360504,23.38975897,NA,NA,3.698245614,study reports mean and se,exact sample size provided,NA,NA,NA,40,42.25625506,31.95758036,NA,NA,5.052937123,study reports mean and se,exact sample size provided,,,,
,,KM,Toxicity and chronic effects of deltamethrin exposure on zebrafish (Danio rerio) as a reference model for freshwater fish community,10.1016/j.ecoenv.2019.01.057,https://www.sciencedirect.com/science/article/pii/S0147651319300661?via%3Dihub,Ecotoxicology and Environmental Safety,stungaru_2019,stungaru_2019_exp_003,stungaru_2019_exp2_003,stungaru_2019_exp_003_assay_010,stungaru_2019_exp_003_assay2_010,zebrafish,Danio rerio,commercial supplier,mixed,deltamethrin,not reported ,52918-63-5,https://commonchemistry.cas.org/detail?cas_rn=52918-63-5&search=deltamethrin,pyrethroid,1,ug/L,10,days,not reported ,24,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,NA,fig1d treatment; fig1a control,stungaru_2019_fig1d_treatment; stungaru_2019_fig1a_control,NA,NA,NA,40,30.86424831,39.44155435,NA,NA,6.23625731,study reports mean and se,exact sample size provided,NA,NA,NA,40,44.16146086,41.38768604,NA,NA,6.543967749,study reports mean and se,exact sample size provided,,,,
