comment_Kyle,comment_checker,initials_extractor,title,doi,url,journal,study_id,exp_id,exp2_id,assay_id,assay2_id,species_english,species_latin,source,sex,pesticide,pesticide_grade,cas_id,cas_id_comment,pesticide_chemical_class,dosage,dosage_unit,duration,duration_unit,control_solvent,temperature,temperature_unit,behaviour_measured,behaviour_measured_standardised,behaviour_assay,behavioural_assay_standardised,data_source,data_file,control_n,control_mean,control_sd,control_se,statistics_comment_control,sample_size_comment_control,treatment_n,treatment_mean,treatment_sd,treatment_se,statistics_comment_treatment,sample_size_comment_treatment,contact_author,contacted_date,contact_response,contact_comments
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_006,ilie_2022_exp2_001_assay2_006,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,20,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,14.90354645,6.66096306,2.978873239,study reports mean and se,exact sample size provided,5,11.44988953,14.84948638,6.640892193,study reports mean and se ,exact sample size provided,,,,
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_007,ilie_2022_exp2_001_assay2_007,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,24,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,17.22044786,8.387879409,3.751173709,study reports mean and se,exact sample size provided,5,9.789666477,8.774696495,3.924163569,study reports mean and se ,exact sample size provided,,,,
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_008,ilie_2022_exp2_001_assay2_008,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,28,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,18.43406288,14.06203313,6.288732394,study reports mean and se,exact sample size provided,5,3.752491756,3.712371594,1.660223048,study reports mean and se ,exact sample size provided,,,,
,,KM,Assessing Anti-Social and Aggressive Behavior in a Zebrafish (Danio rerio) Model of Parkinson’s Disease Chronically Exposed to Rotenone,10.3390/brainsci12070898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313068/,Brain Sciences,ilie_2022,ilie_2022_exp_001,ilie_2022_exp2_001,ilie_2022_exp_001_assay_009,ilie_2022_exp2_001_assay2_009,zebrafish ,Danio rerio,commercial supplier,not reported ,rotenone,commercial  ,83-79-4,https://commonchemistry.cas.org/detail?cas_rn=83-79-4&search=rotenone,rotenones,2.5,ug/L,32,days,none,26,celsius,aggression,aggression,percentage of time in left arm,time spent in aggression zone,fig4e treatment; fig4a control,ilie_2022_fig4e_treatment; fig4a_control,5,14.02091734,12.82852145,5.737089202,study reports mean and se,exact sample size provided,5,3.601562388,3.03739494,1.358364312,study reports mean and se ,exact sample size provided,,,,
,,KM,Effects of a pyrethroid pesticide on endocrine responses to female odours and reproductive behaviour in male parr of brown trout (Salmo trutta L.),10.1016/j.aquatox.2006.10.011,https://www.sciencedirect.com/science/article/pii/S0166445X06003870?via%3Dihub,Aquatic Toxicology,jaensson_2007,jaensson_2007_exp_001,jaensson_2007_exp2_001,jaensson_2007_exp_001_assay_001,jaensson_2007_exp2_001_assay2_001,brown trout,Salmo trutta,wild collected,male ,cypermethrin,not reported,52315-07-8,https://commonchemistry.cas.org/detail?cas_rn=52315-07-8&search=cypermethrin,pyrethroid,0.1,ug/L,4,days,not reported ,6,celsius,courting,courtship,number of courting events per six minutes,frequency of courting events,fig2a,jaensson_2007_fig2a,24,5.445596247,8.340482574,1.702493876,study reports mean and sd,exact sample size provided,12,8.699639542,11.90348525,3.436240208,study reports mean and sd,exact sample size provided,,,,
,,KM,Effects of a pyrethroid pesticide on endocrine responses to female odours and reproductive behaviour in male parr of brown trout (Salmo trutta L.),10.1016/j.aquatox.2006.10.011,https://www.sciencedirect.com/science/article/pii/S0166445X06003870?via%3Dihub,Aquatic Toxicology,jaensson_2007,jaensson_2007_exp_002,jaensson_2007_exp2_002,jaensson_2007_exp_002_assay_001,jaensson_2007_exp2_002_assay2_001,brown trout,Salmo trutta,wild collected,male ,cypermethrin,not reported,52315-07-8,https://commonchemistry.cas.org/detail?cas_rn=52315-07-8&search=cypermethrin,pyrethroid,0.1,ug/L,4,days,not reported ,6,celsius,courting,courtship,time near female,distance to opposite sex,fig2b,jaensson_2007_fig2b,15,360.348312,426.5316456,110.1299973,study reports mean and sd,exact sample size provided,7,671.4445668,512.6708861,193.7713813,study reports mean and sd,exact sample size provided,,,,
,,KM,Effects of a pyrethroid pesticide on endocrine responses to female odours and reproductive behaviour in male parr of brown trout (Salmo trutta L.),10.1016/j.aquatox.2006.10.011,https://www.sciencedirect.com/science/article/pii/S0166445X06003870?via%3Dihub,Aquatic Toxicology,jaensson_2007,jaensson_2007_exp_003,jaensson_2007_exp2_003,jaensson_2007_exp_002_assay_002,jaensson_2007_exp2_003_assay2_001,brown trout,Salmo trutta,wild collected,male ,cypermethrin,not reported,52315-07-8,https://commonchemistry.cas.org/detail?cas_rn=52315-07-8&search=cypermethrin,pyrethroid,1,ug/L,4,days,not reported ,6,celsius,courting,courtship,time near female,distance to opposite sex,fig2b,jaensson_2007_fig2b,15,360.348312,426.5316456,110.1299973,study reports mean and sd,exact sample size provided,5,76.91693655,66.05099307,29.5389021,study reports mean and sd,exact sample size provided,,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_001,khalil_2013_exp_001_assay_001,khalil_2013_exp2_001_assay2_001,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,4,days,DTNB,25,celsius,schooling,collective behaviour ,swimming speed,group movement ,fig3a,khalil_2013_fig3a,6,1.384735636,0.634615385,0.259080646,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,1.292427943,0.484615385,0.197843402,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_002,khalil_2013_exp_001_assay_002,khalil_2013_exp2_002_assay2_001,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,8,days,DTNB,25,celsius,schooling,collective behaviour ,swimming speed,group movement ,fig3a,khalil_2013_fig3a,6,0.727043328,0.138461538,0.056526686,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,1.442427943,0.496153846,0.202553959,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_001,khalil_2013_exp_001_assay_003,khalil_2013_exp2_001_assay2_002,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,4,days,DTNB,25,celsius,schooling,collective behaviour ,duration ,duration of group behaviour,fig3c,khalil_2013_fig3c,6,8.592978583,4.740740741,1.935399303,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,6.852237843,2.592592593,1.058421494,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_002,khalil_2013_exp_001_assay_004,khalil_2013_exp2_002_assay2_002,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,8,days,DTNB,25,celsius,schooling,collective behaviour ,duration,duration of group behaviour,fig3c,khalil_2013_fig3c,6,5.296682287,3.925925926,1.602752548,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,2.704089695,1.148148148,0.468729519,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_001,khalil_2013_exp_001_assay_005,khalil_2013_exp2_001_assay2_003,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,4,days,DTNB,25,celsius,schooling,collective behaviour ,frequency,frequency of group behaviour,fig3d,khalil_2013_fig3d,6,42.39508035,57.97101449,23.66656756,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,81.52551513,43.47826087,17.74992567,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_002,khalil_2013_exp_001_assay_006,khalil_2013_exp2_002_assay2_003,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,8,days,DTNB,25,celsius,schooling,collective behaviour ,frequency,frequency of group behaviour,fig3d,khalil_2013_fig3d,6,31.16319629,8.333333333,3.402069087,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,43.11971803,14.13043478,5.768725844,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_001,khalil_2013_exp_001_assay_007,khalil_2013_exp2_001_assay2_004,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,4,days,DTNB,25,celsius,shoaling,collective behaviour ,duration,duration of group behaviour,fig3g,khalil_2013_fig3g,6,4.20843672,4.108910891,1.677455847,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,7.1292288,0.891089109,0.363785605,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_002,khalil_2013_exp_001_assay_008,khalil_2013_exp2_002_assay2_004,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,8,days,DTNB,25,celsius,shoaling,collective behaviour ,duration,duration of group behaviour,fig3g,khalil_2013_fig3g,6,9.20843672,2.277227723,0.929674325,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,10.14903078,0.841584158,0.343575294,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_001,khalil_2013_exp_001_assay_009,khalil_2013_exp2_001_assay2_005,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,4,days,DTNB,25,celsius,shoaling,collective behaviour ,frequency,frequency of group behaviour,fig3h,khalil_2013_fig3h,6,54.51519615,44.73684211,18.26373931,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,68.04903073,20.67669173,8.441224051,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Alterations in social behavior of Japanese medaka (Oryzias latipes) in response to sublethal chlorpyrifos exposure,10.1016/j.chemosphere.2013.02.042,https://www.sciencedirect.com/science/article/pii/S0045653513003500?via%3Dihub,Chemosphere,khalil_2013,khalil_2013_exp_001,khalil_2013_exp2_002,khalil_2013_exp_001_assay_010,khalil_2013_exp2_002_assay2_005,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,8,days,DTNB,25,celsius,shoaling,collective behaviour ,frequency,frequency of group behaviour,fig3h,khalil_2013_fig3h,6,56.3948954,19.17293233,7.827316847,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),6,57.89865479,7.142857143,2.916059218,study reports mean and sd,states six fish were placed in recording glass aquarium for social behaviour (section 2.4. Subacute testing),,,,
,,KM,Comparison of social behavior responses of Japanese medaka (Oryzias latipes) to lethal and sublethal chlorpyrifos concentrations at different exposure times,10.1016/j.ecoenv.2017.07.007,https://www.sciencedirect.com/science/article/pii/S0147651317304219?via%3Dihub,Ecotoxicology and Environmental Safety,khalil_2017 ,khalil_2017_exp_001,khalil_2017_exp2_001,khalil_2017_exp_001_assay_001,khalil_2017_exp2_001_assay2_001,Japanese medaka,Oryzias latipes,laboratory stock from not specified source,not reported ,chlorpyrifos,analytical,2921-88-2,https://commonchemistry.cas.org/detail?cas_rn=2921-88-2&search=chlorpyrifos,organophosphate,0.012,mg/L,4,days,ethanol,25,celsius,schooling,collective behaviour ,frequency,frequency of group behaviour,fig1a,khalil_2017_fig1a,4,25.16225085,6.543778802,3.271889401,study reports mean and sd,exact sample size provided,4,21.62279789,5.952380952,5.952380952,study reports mean and sd,exact sample size provided,,,,
